estimand_id	source_kind	template_id	range_k	adjacent_to_k	geometry_class	value_authority	observer_constraint	observer_alias_group	original_terminal_class	original_reason	original_temporal_status	original_decision_changed
FIRST_OUTSIDE_SIDE_BALANCE_K29	MACHINE_DERIVED	FIRST_OUTSIDE_SIDE_BALANCE	29		EMPIRICAL	EMPIRICAL_SIGNED_SIDE_AMONG_ELIGIBLE_OUTSIDE_OBSERVATIONS	NESTED_ZONE_AND_SHORTENING_HORIZON_CONSTRAIN_ELIGIBILITY_NOT_SIDE		INSUFFICIENT_SUPPORT	INSUFFICIENT_TEMPORAL_SUPPORT	TEMPORAL_SUPPORT_INSUFFICIENT	False
FIRST_OUTSIDE_SIDE_BALANCE_K30	MACHINE_DERIVED	FIRST_OUTSIDE_SIDE_BALANCE	30		EMPIRICAL	EMPIRICAL_SIGNED_SIDE_AMONG_ELIGIBLE_OUTSIDE_OBSERVATIONS	NESTED_ZONE_AND_SHORTENING_HORIZON_CONSTRAIN_ELIGIBILITY_NOT_SIDE		INSUFFICIENT_SUPPORT	INSUFFICIENT_TEMPORAL_SUPPORT	TEMPORAL_SUPPORT_INSUFFICIENT	False
LOCATION_BALANCE_K01	MACHINE_DERIVED	LOCATION_BALANCE	1		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K02	MACHINE_DERIVED	LOCATION_BALANCE	2		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K03	MACHINE_DERIVED	LOCATION_BALANCE	3		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K04	MACHINE_DERIVED	LOCATION_BALANCE	4		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K05	MACHINE_DERIVED	LOCATION_BALANCE	5		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K06	MACHINE_DERIVED	LOCATION_BALANCE	6		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K07	MACHINE_DERIVED	LOCATION_BALANCE	7		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K08	MACHINE_DERIVED	LOCATION_BALANCE	8		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K09	MACHINE_DERIVED	LOCATION_BALANCE	9		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K10	MACHINE_DERIVED	LOCATION_BALANCE	10		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K11	MACHINE_DERIVED	LOCATION_BALANCE	11		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K12	MACHINE_DERIVED	LOCATION_BALANCE	12		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K13	MACHINE_DERIVED	LOCATION_BALANCE	13		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K14	MACHINE_DERIVED	LOCATION_BALANCE	14		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K15	MACHINE_DERIVED	LOCATION_BALANCE	15		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K16	MACHINE_DERIVED	LOCATION_BALANCE	16		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K17	MACHINE_DERIVED	LOCATION_BALANCE	17		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K18	MACHINE_DERIVED	LOCATION_BALANCE	18		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K19	MACHINE_DERIVED	LOCATION_BALANCE	19		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K20	MACHINE_DERIVED	LOCATION_BALANCE	20		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K21	MACHINE_DERIVED	LOCATION_BALANCE	21		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K22	MACHINE_DERIVED	LOCATION_BALANCE	22		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K23	MACHINE_DERIVED	LOCATION_BALANCE	23		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K24	MACHINE_DERIVED	LOCATION_BALANCE	24		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K25	MACHINE_DERIVED	LOCATION_BALANCE	25		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K26	MACHINE_DERIVED	LOCATION_BALANCE	26		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K27	MACHINE_DERIVED	LOCATION_BALANCE	27		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K28	MACHINE_DERIVED	LOCATION_BALANCE	28		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K29	MACHINE_DERIVED	LOCATION_BALANCE	29		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
LOCATION_BALANCE_K30	MACHINE_DERIVED	LOCATION_BALANCE	30		EMPIRICAL	EMPIRICAL_LOCATION_OCCUPANCY_CONTRAST	BOUNDED_MINUS_ONE_TO_PLUS_ONE_WITH_NESTED_ZONE_AND_QUANTIZED_HORIZON		DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K01	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	1		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G01	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K02	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	2		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G01	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K03	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	3		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G01	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K04	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	4		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G01	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K05	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	5		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G01	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K06	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	6		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G02	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K07	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	7		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G02	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K08	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	8		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G02	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K09	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	9		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G02	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K10	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	10		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G02	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K11	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	11		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G03	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K12	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	12		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G03	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K13	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	13		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G03	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K14	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	14		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G03	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K15	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	15		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G03	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K16	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	16		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G04	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K17	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	17		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G04	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K18	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	18		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G04	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K19	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	19		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G04	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K20	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	20		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G04	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K21	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	21		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G05	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K22	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	22		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G05	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K23	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	23		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G05	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K24	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	24		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G05	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K25	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	25		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G05	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K26	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	26		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G06	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K27	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	27		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G06	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K28	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	28		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G06	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K29	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	29		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G06	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
SIGNED_PATH_DISPLACEMENT_K30	MACHINE_DERIVED	SIGNED_PATH_DISPLACEMENT	30		OBSERVER_CONSTRAINED	EMPIRICAL_GROUP_VALUE_WITH_OBSERVER_IMPLIED_FIVE_SCALE_ALIAS	COMPLETED_M5_ELIGIBILITY_QUANTIZES_PATH_START	SIGNED_DISPLACEMENT_M5_START_G06	DESCRIPTIVE_ONLY	FAILS_UNADJUSTED_EVIDENCE	TEMPORALLY_UNSTABLE	False
