field_id	layer	value_type	value_mode	value_json	evidence_class	run_binding	consumption_status	config_hash_membership	provenance_json
master.volkitt.point_multiplier	VOLKITT	int	CONSTANT	{"mode":"CONSTANT","value":0,"distinct_count":1,"distinct_values":[0]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	SEMANTICALLY_CONSUMED	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/01Marketmain.mqh","sha256":"c684af82ce1d313f590aed7a7072119e6864407fb20fcdd2c651e8984189987f","marker":"cfg.point_multiplier","lines":[397,1634]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/01Marketmain.mqh","sha256":"c684af82ce1d313f590aed7a7072119e6864407fb20fcdd2c651e8984189987f","marker":"m_cfg.point_multiplier","lines":[1634]}]
master.volkitt.intraday_end_minute	VOLKITT	int	CONSTANT	{"mode":"CONSTANT","value":1440,"distinct_count":1,"distinct_values":[1440]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	SEMANTICALLY_CONSUMED	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/01Marketmain.mqh","sha256":"c684af82ce1d313f590aed7a7072119e6864407fb20fcdd2c651e8984189987f","marker":"cfg.intraday_end_minute","lines":[400,1522]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/01Marketmain.mqh","sha256":"c684af82ce1d313f590aed7a7072119e6864407fb20fcdd2c651e8984189987f","marker":"m_cfg.intraday_end_minute","lines":[1522]}]
master.volkitt.intraday_start_minute	VOLKITT	int	CONSTANT	{"mode":"CONSTANT","value":0,"distinct_count":1,"distinct_values":[0]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	SEMANTICALLY_CONSUMED	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/01Marketmain.mqh","sha256":"c684af82ce1d313f590aed7a7072119e6864407fb20fcdd2c651e8984189987f","marker":"cfg.intraday_start_minute","lines":[399,1521]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/01Marketmain.mqh","sha256":"c684af82ce1d313f590aed7a7072119e6864407fb20fcdd2c651e8984189987f","marker":"m_cfg.intraday_start_minute","lines":[1521]}]
master.auction.approach_radius_atr	AUCTION_GRAMMAR	double	CONSTANT	{"mode":"CONSTANT","value":0.5,"distinct_count":1,"distinct_values":[0.5]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	SEMANTICALLY_CONSUMED	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterAuctionTypes.mqh","sha256":"eebceed692eaeed4a4fc987488dba5c34b5d6045a962d83135001a7831b74f3b","marker":"cfg.approach_radius_atr","lines":[420]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.auction.approach_radius_atr","lines":[165,534]}]
version.expansion_grammar	VERSION_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":1,"distinct_count":1,"distinct_values":[1]}	RUN_RECORDED_AND_RECOVERED_SOURCE	VALUE_SERIALIZED_IN_ALL_42_RUN_LEDGERS	SERIALIZED_IDENTITY	RG3_CONFIG_HASH_OR_RUN_LEDGER	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MarketObjectResearch/MarketObjectTypes.mqh","sha256":"376c4a69d3e60457f4eec502eee4e678f559a463d72133bb79e0c9e5f9297f4c","marker":"#define MOR_EXPANSION_GRAMMAR_VERSION","lines":[8]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MarketObjectResearch/MarketObjectLogger.mqh","sha256":"c7b6f4ddcf0c9bc3deb4fb0d44b56e962b5dd6775e267594fcb198334b207fb6","marker":"MOR_EXPANSION_GRAMMAR_VERSION","lines":[67]},{"kind":"SEALED_RUN_LEDGER_SET","locator":"measurement_runs.tsv::END.expansion_grammar_version","admitted_run_count":42,"run_ledger_set_sha256":"8dfc1bb2a21fe6bc4a03ae97f32d029519b384eaa59114d3c33325694001915c"}]
version.compression_grammar	VERSION_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":2,"distinct_count":1,"distinct_values":[2]}	RUN_RECORDED_AND_RECOVERED_SOURCE	VALUE_SERIALIZED_IN_ALL_42_RUN_LEDGERS	SERIALIZED_IDENTITY	RG3_CONFIG_HASH_OR_RUN_LEDGER	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MarketObjectResearch/MarketObjectTypes.mqh","sha256":"376c4a69d3e60457f4eec502eee4e678f559a463d72133bb79e0c9e5f9297f4c","marker":"#define MOR_COMPRESSION_GRAMMAR_VERSION","lines":[7]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MarketObjectResearch/MarketObjectLogger.mqh","sha256":"c7b6f4ddcf0c9bc3deb4fb0d44b56e962b5dd6775e267594fcb198334b207fb6","marker":"MOR_COMPRESSION_GRAMMAR_VERSION","lines":[67]},{"kind":"SEALED_RUN_LEDGER_SET","locator":"measurement_runs.tsv::END.compression_grammar_version","admitted_run_count":42,"run_ledger_set_sha256":"8dfc1bb2a21fe6bc4a03ae97f32d029519b384eaa59114d3c33325694001915c"}]
version.master_research_generation	VERSION_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":2,"distinct_count":1,"distinct_values":[2]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	HASHED_IDENTITY	RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterTypes.mqh","sha256":"ec80e5a2770bd55048990111ca96af9bd18eb17b06f8057cd1bafbe3d1fa7d8e","marker":"#define MST_RESEARCH_GENERATION","lines":[8]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"MST_RESEARCH_GENERATION","lines":[101]}]
version.rg3_contract	VERSION_IDENTITY	string	CONSTANT	{"mode":"CONSTANT","value":"NORTHSTAR_RG3_RAW_MARKET_OBJECTS_V1","distinct_count":1,"distinct_values":["NORTHSTAR_RG3_RAW_MARKET_OBJECTS_V1"]}	RUN_RECORDED_AND_RECOVERED_SOURCE	VALUE_SERIALIZED_IN_ALL_42_RUN_LEDGERS	SERIALIZED_IDENTITY	RG3_CONFIG_HASH_OR_RUN_LEDGER	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MarketObjectResearch/MarketObjectTypes.mqh","sha256":"376c4a69d3e60457f4eec502eee4e678f559a463d72133bb79e0c9e5f9297f4c","marker":"#define MOR_CONTRACT_ID","lines":[9]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MarketObjectResearch/MarketObjectLogger.mqh","sha256":"c7b6f4ddcf0c9bc3deb4fb0d44b56e962b5dd6775e267594fcb198334b207fb6","marker":"MOR_CONTRACT_ID","lines":[67]},{"kind":"SEALED_RUN_LEDGER_SET","locator":"measurement_runs.tsv::END.contract","admitted_run_count":42,"run_ledger_set_sha256":"8dfc1bb2a21fe6bc4a03ae97f32d029519b384eaa59114d3c33325694001915c"}]
version.rg3_research_generation	VERSION_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":3,"distinct_count":1,"distinct_values":[3]}	RUN_RECORDED_AND_RECOVERED_SOURCE	VALUE_SERIALIZED_IN_ALL_42_RUN_LEDGERS	SERIALIZED_IDENTITY	RG3_CONFIG_HASH_OR_RUN_LEDGER	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MarketObjectResearch/MarketObjectTypes.mqh","sha256":"376c4a69d3e60457f4eec502eee4e678f559a463d72133bb79e0c9e5f9297f4c","marker":"#define MOR_RESEARCH_GENERATION","lines":[4]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MarketObjectResearch/MarketObjectLogger.mqh","sha256":"c7b6f4ddcf0c9bc3deb4fb0d44b56e962b5dd6775e267594fcb198334b207fb6","marker":"MOR_RESEARCH_GENERATION","lines":[67]},{"kind":"SEALED_RUN_LEDGER_SET","locator":"measurement_runs.tsv::END.research_generation","admitted_run_count":42,"run_ledger_set_sha256":"8dfc1bb2a21fe6bc4a03ae97f32d029519b384eaa59114d3c33325694001915c"}]
master.research_window_end	MASTER_IDENTITY	per_run	CONSTANT	{"mode":"CONSTANT","value":"collector.window_end","distinct_count":1,"distinct_values":["collector.window_end"]}	RUN_RECORDED_AND_RECOVERED_SOURCE	VALUE_DERIVED_FROM_RUN_RECORDED_COLLECTOR_FIELD	IDENTITY_AND_SEMANTICALLY_CONSUMED	NOT_IN_RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"config.research_window_end=InpWindowEnd","lines":[140]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.research_window_end","lines":[216,217,542,543,547,549]}]
version.raw_schema	VERSION_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":1,"distinct_count":1,"distinct_values":[1]}	RUN_RECORDED_AND_RECOVERED_SOURCE	VALUE_SERIALIZED_IN_ALL_42_RUN_LEDGERS	SERIALIZED_IDENTITY	RG3_CONFIG_HASH_OR_RUN_LEDGER	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MarketObjectResearch/MarketObjectTypes.mqh","sha256":"376c4a69d3e60457f4eec502eee4e678f559a463d72133bb79e0c9e5f9297f4c","marker":"#define MOR_RAW_SCHEMA_VERSION","lines":[6]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MarketObjectResearch/MarketObjectLogger.mqh","sha256":"c7b6f4ddcf0c9bc3deb4fb0d44b56e962b5dd6775e267594fcb198334b207fb6","marker":"MOR_RAW_SCHEMA_VERSION","lines":[67]},{"kind":"SEALED_RUN_LEDGER_SET","locator":"measurement_runs.tsv::END.raw_schema_version","admitted_run_count":42,"run_ledger_set_sha256":"8dfc1bb2a21fe6bc4a03ae97f32d029519b384eaa59114d3c33325694001915c"}]
version.source_auction_generation	VERSION_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":2,"distinct_count":1,"distinct_values":[2]}	RUN_RECORDED_AND_RECOVERED_SOURCE	VALUE_SERIALIZED_IN_ALL_42_RUN_LEDGERS	SERIALIZED_IDENTITY	RG3_CONFIG_HASH_OR_RUN_LEDGER	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MarketObjectResearch/MarketObjectTypes.mqh","sha256":"376c4a69d3e60457f4eec502eee4e678f559a463d72133bb79e0c9e5f9297f4c","marker":"#define MOR_SOURCE_AUCTION_GENERATION","lines":[5]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MarketObjectResearch/MarketObjectLogger.mqh","sha256":"c7b6f4ddcf0c9bc3deb4fb0d44b56e962b5dd6775e267594fcb198334b207fb6","marker":"MOR_SOURCE_AUCTION_GENERATION","lines":[67]},{"kind":"SEALED_RUN_LEDGER_SET","locator":"measurement_runs.tsv::END.source_auction_generation","admitted_run_count":42,"run_ledger_set_sha256":"8dfc1bb2a21fe6bc4a03ae97f32d029519b384eaa59114d3c33325694001915c"}]
version.master_producer_bundle	VERSION_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":1,"distinct_count":1,"distinct_values":[1]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	HASHED_IDENTITY	RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterTypes.mqh","sha256":"ec80e5a2770bd55048990111ca96af9bd18eb17b06f8057cd1bafbe3d1fa7d8e","marker":"#define MST_PRODUCER_BUNDLE_VERSION","lines":[14]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"MST_PRODUCER_BUNDLE_VERSION","lines":[103]}]
version.master_dataset_schema	VERSION_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":7,"distinct_count":1,"distinct_values":[7]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	HASHED_IDENTITY	RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterTypes.mqh","sha256":"ec80e5a2770bd55048990111ca96af9bd18eb17b06f8057cd1bafbe3d1fa7d8e","marker":"#define MST_DATASET_SCHEMA_VERSION","lines":[13]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"MST_DATASET_SCHEMA_VERSION","lines":[103]}]
version.master_research_preset	VERSION_IDENTITY	string	CONSTANT	{"mode":"CONSTANT","value":"RG2_M5_SIX_INDEX_V1","distinct_count":1,"distinct_values":["RG2_M5_SIX_INDEX_V1"]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	HASHED_IDENTITY	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterTypes.mqh","sha256":"ec80e5a2770bd55048990111ca96af9bd18eb17b06f8057cd1bafbe3d1fa7d8e","marker":"#define MST_RESEARCH_PRESET_ID","lines":[18]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"MST_RESEARCH_PRESET_ID","lines":[203]}]
version.master_code_build	VERSION_IDENTITY	string	CONSTANT	{"mode":"CONSTANT","value":"MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1","distinct_count":1,"distinct_values":["MASTER_STRUCTURE_RG2_REPLAY_WINDOW_GATE_V1"]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	HASHED_IDENTITY	RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterTypes.mqh","sha256":"ec80e5a2770bd55048990111ca96af9bd18eb17b06f8057cd1bafbe3d1fa7d8e","marker":"#define MST_CODE_BUILD_ID","lines":[16]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"MST_CODE_BUILD_ID","lines":[103]}]
version.master_topology	VERSION_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":2,"distinct_count":1,"distinct_values":[2]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	HASHED_IDENTITY	RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterTypes.mqh","sha256":"ec80e5a2770bd55048990111ca96af9bd18eb17b06f8057cd1bafbe3d1fa7d8e","marker":"#define MST_TOPOLOGY_VERSION","lines":[10]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"MST_TOPOLOGY_VERSION","lines":[101]}]
version.master_controller	VERSION_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":2,"distinct_count":1,"distinct_values":[2]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	HASHED_IDENTITY	RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterTypes.mqh","sha256":"ec80e5a2770bd55048990111ca96af9bd18eb17b06f8057cd1bafbe3d1fa7d8e","marker":"#define MST_CONTROLLER_VERSION","lines":[9]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"MST_CONTROLLER_VERSION","lines":[101]}]
version.master_feature_schema	VERSION_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":1,"distinct_count":1,"distinct_values":[1]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	HASHED_IDENTITY	RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterTypes.mqh","sha256":"ec80e5a2770bd55048990111ca96af9bd18eb17b06f8057cd1bafbe3d1fa7d8e","marker":"#define MST_FEATURE_SCHEMA_VERSION","lines":[12]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"MST_FEATURE_SCHEMA_VERSION","lines":[102]}]
version.master_auction_grammar	VERSION_IDENTITY	int	CONSTANT	{"mode":"CONSTANT","value":1,"distinct_count":1,"distinct_values":[1]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	HASHED_IDENTITY	RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterTypes.mqh","sha256":"ec80e5a2770bd55048990111ca96af9bd18eb17b06f8057cd1bafbe3d1fa7d8e","marker":"#define MST_AUCTION_GRAMMAR_VERSION","lines":[11]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"MST_AUCTION_GRAMMAR_VERSION","lines":[102]}]
master.research_window_start	MASTER_IDENTITY	per_run	CONSTANT	{"mode":"CONSTANT","value":"collector.window_start","distinct_count":1,"distinct_values":["collector.window_start"]}	RUN_RECORDED_AND_RECOVERED_SOURCE	VALUE_DERIVED_FROM_RUN_RECORDED_COLLECTOR_FIELD	IDENTITY_AND_SEMANTICALLY_CONSUMED	NOT_IN_RG3_CONFIG_HASH	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Indicators/MarketObjectResearch/MarketObjectCollector.mq5","sha256":"9b3910dc437410e95eb2aa692fa2ccc484ad9f8ca705d8724d6dec2420bd0779","marker":"config.research_window_start=InpWindowStart","lines":[139]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.research_window_start","lines":[209,210,542,543,546]}]
master.auction.departure_distance_atr	AUCTION_GRAMMAR	double	CONSTANT	{"mode":"CONSTANT","value":0.25,"distinct_count":1,"distinct_values":[0.25]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	SEMANTICALLY_CONSUMED	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterAuctionTypes.mqh","sha256":"eebceed692eaeed4a4fc987488dba5c34b5d6045a962d83135001a7831b74f3b","marker":"cfg.departure_distance_atr","lines":[426]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.auction.departure_distance_atr","lines":[168,538]}]
master.auction.reclaim_tolerance_atr	AUCTION_GRAMMAR	double	CONSTANT	{"mode":"CONSTANT","value":0.05,"distinct_count":1,"distinct_values":[0.05]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	SEMANTICALLY_CONSUMED	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterAuctionTypes.mqh","sha256":"eebceed692eaeed4a4fc987488dba5c34b5d6045a962d83135001a7831b74f3b","marker":"cfg.reclaim_tolerance_atr","lines":[425]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.auction.reclaim_tolerance_atr","lines":[168]}]
master.auction.episode_gap_bars	AUCTION_GRAMMAR	int	CONSTANT	{"mode":"CONSTANT","value":12,"distinct_count":1,"distinct_values":[12]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	SEMANTICALLY_CONSUMED	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterAuctionTypes.mqh","sha256":"eebceed692eaeed4a4fc987488dba5c34b5d6045a962d83135001a7831b74f3b","marker":"cfg.episode_gap_bars","lines":[428]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.auction.episode_gap_bars","lines":[169,540]}]
master.auction.max_attempt_bars	AUCTION_GRAMMAR	int	CONSTANT	{"mode":"CONSTANT","value":24,"distinct_count":1,"distinct_values":[24]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	SEMANTICALLY_CONSUMED	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterAuctionTypes.mqh","sha256":"eebceed692eaeed4a4fc987488dba5c34b5d6045a962d83135001a7831b74f3b","marker":"cfg.max_attempt_bars","lines":[427]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.auction.max_attempt_bars","lines":[169,539]}]
master.auction.break_buffer_atr	AUCTION_GRAMMAR	double	CONSTANT	{"mode":"CONSTANT","value":0,"distinct_count":1,"distinct_values":[0]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	SEMANTICALLY_CONSUMED	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterAuctionTypes.mqh","sha256":"eebceed692eaeed4a4fc987488dba5c34b5d6045a962d83135001a7831b74f3b","marker":"cfg.break_buffer_atr","lines":[422]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.auction.break_buffer_atr","lines":[166,536]}]
master.auction.rejection_min_excursion_atr	AUCTION_GRAMMAR	double	CONSTANT	{"mode":"CONSTANT","value":0.2,"distinct_count":1,"distinct_values":[0.2]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	SEMANTICALLY_CONSUMED	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterAuctionTypes.mqh","sha256":"eebceed692eaeed4a4fc987488dba5c34b5d6045a962d83135001a7831b74f3b","marker":"cfg.rejection_min_excursion_atr","lines":[421]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.auction.rejection_min_excursion_atr","lines":[166,535]}]
master.auction.acceptance_min_distance_atr	AUCTION_GRAMMAR	double	CONSTANT	{"mode":"CONSTANT","value":0,"distinct_count":1,"distinct_values":[0]}	RECOVERED_FROM_COLLECTION_ENVIRONMENT	NOT_RUN_BOUND_NO_EX5_OR_EXPANDED_MASTER_CONFIG_IN_RUN_RECEIPT	SEMANTICALLY_CONSUMED	MASTER_INTERNAL_CONFIG_HASH_NOT_RUN_RECORDED	[{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterAuctionTypes.mqh","sha256":"eebceed692eaeed4a4fc987488dba5c34b5d6045a962d83135001a7831b74f3b","marker":"cfg.acceptance_min_distance_atr","lines":[424]},{"kind":"SEALED_SOURCE_CLOSURE","logical_path":"Include/MasterStructure/MasterController.mqh","sha256":"237ee3d3c8197ee19c9d2f65d746e9b0386030df438d29528ea5aa1935d5e0fd","marker":"m_config.auction.acceptance_min_distance_atr","lines":[167]}]
